transaction_id,product_id,customer_id,transaction_date,online_transaction,offline_transaction,order_status,brand,product_line,product_class,product_size,standard_cost,address,postcode,state,country,Unnamed: 13
5220,58,1630,07-12-2021,T,F,Approved,OHM Cycles,Standard,medium,medium,$141.40,5528 North Hill,2681.0,NSW,Australia,
5221,2,91,13-04-2022,T,F,Approved,Solex,Standard,medium,medium,$53.62,2640 Manley Point,2166.0,New South Wales,Australia,
5222,61,2331,11-12-2021,T,F,Approved,OHM Cycles,Standard,low,medium,$56.93,94 Twin Pines Trail,2567.0,NSW,Australia,
5223,78,2565,24-03-2022,F,T,Approved,Giant Bicycles,Standard,medium,large,$709.48,4821 Schlimgen Avenue,2007.0,NSW,Australia,
5224,20,3324,15-11-2022,T,F,Approved,Trek Bicycles,Standard,medium,small,"$1,580.47",4 Mayfield Center,3155.0,VIC,Australia,
5225,80,2250,28-08-2022,F,T,Approved,Trek Bicycles,Standard,medium,large,$596.55,9248 Ludington Circle,2714.0,NSW,Australia,
5226,61,2801,28-10-2022,T,F,Approved,OHM Cycles,Standard,low,medium,$56.93,9677 Hagan Lane,3212.0,VIC,Australia,
5227,72,1733,07-11-2022,T,F,Approved,OHM Cycles,Standard,medium,medium,$141.40,7962 Dottie Park,2284.0,NSW,Australia,
5228,33,1121,23-12-2021,T,F,Approved,Giant Bicycles,Standard,medium,small,"$1,167.18",8548 Hanover Park,2067.0,NSW,Australia,
5229,65,772,18-03-2022,T,F,Approved,WeareA2B,Standard,medium,medium,$778.69,50851 Vahlen Avenue,2567.0,NSW,Australia,
5230,5,1972,19-03-2022,T,F,Approved,Trek Bicycles,Mountain,low,medium,$459.71,38 Armistice Alley,2018.0,NSW,Australia,
5231,12,2381,01-12-2021,T,F,Approved,WeareA2B,Standard,medium,medium,$161.60,9 American Ash Plaza,2015.0,NSW,Australia,
5232,38,3137,16-01-2022,T,F,Approved,Solex,Standard,medium,medium,$826.51,99 Linden Trail,3195.0,VIC,Australia,
5233,92,1078,06-11-2022,T,F,Approved,WeareA2B,Standard,medium,small,"$1,259.36",356 Petterle Way,2193.0,NSW,Australia,
5234,3,2684,27-02-2022,T,F,Approved,Trek Bicycles,Standard,medium,large,$388.92,111 Hooker Avenue,4860.0,QLD,Australia,
5235,70,2618,06-11-2022,F,T,Approved,Trek Bicycles,Standard,high,medium,$297.43,2271 Fordem Plaza,2780.0,NSW,Australia,
5236,37,2463,29-09-2022,T,F,Approved,OHM Cycles,Standard,low,medium,$248.82,22 Hayes Center,3156.0,VIC,Australia,
5237,67,3285,09-05-2022,T,F,Approved,Norco Bicycles,Road,medium,medium,$376.84,2094 Bunting Junction,3059.0,VIC,Australia,
5238,24,3470,02-11-2022,F,T,Approved,Solex,Road,medium,large,$820.78,176 Sutteridge Alley,3121.0,VIC,Australia,
5239,24,1890,01-10-2022,T,F,Approved,Solex,Road,medium,large,$820.78,9460 Laurel Crossing,4032.0,QLD,Australia,
5240,86,102,27-03-2022,T,F,Approved,OHM Cycles,Standard,medium,medium,$125.07,55850 Butterfield Road,2168.0,New South Wales,Australia,
5241,58,3421,13-02-2022,F,T,Approved,OHM Cycles,Standard,medium,medium,$141.40,8 Garrison Trail,2226.0,NSW,Australia,
5242,56,2798,17-07-2022,T,F,Approved,Norco Bicycles,Mountain,low,small,$612.88,4 Rieder Drive,3064.0,VIC,Australia,
5243,55,1392,14-09-2022,T,F,Approved,Trek Bicycles,Road,medium,large,$598.76,02570 Tony Way,3752.0,VIC,Australia,
5244,0,2546,11-12-2021,T,F,Approved,Norco Bicycles,Standard,medium,medium,$270.30,688 Kropf Circle,3351.0,VIC,Australia,
5245,32,499,25-07-2022,T,F,Approved,Giant Bicycles,Standard,medium,medium,$211.37,02 Boyd Crossing,3143.0,Victoria,Australia,
5246,77,2775,22-06-2022,F,T,Approved,Norco Bicycles,Road,medium,large,$795.10,75642 Kinsman Terrace,4014.0,QLD,Australia,
5247,65,685,19-09-2022,F,T,Approved,WeareA2B,Standard,medium,medium,$778.69,39035 Westerfield Plaza,2463.0,NSW,Australia,
5248,91,2023,17-12-2021,F,T,Approved,WeareA2B,Standard,low,medium,$513.85,174 Calypso Crossing,2770.0,NSW,Australia,
5249,35,55,04-02-2022,T,F,Approved,Trek Bicycles,Standard,low,medium,$154.40,15 Almo Lane,2029.0,New South Wales,Australia,
5250,18,578,14-06-2022,T,F,Approved,Norco Bicycles,Standard,high,medium,$689.18,4 Carioca Way,3182.0,Victoria,Australia,
5251,63,665,02-01-2022,F,T,Approved,Solex,Standard,medium,medium,$99.59,77006 Nelson Point,4171.0,QLD,Australia,
5252,15,1236,19-11-2022,F,T,Approved,WeareA2B,Standard,medium,medium,$13.44,014 Birchwood Parkway,3030.0,VIC,Australia,
5253,64,374,25-02-2022,F,T,Approved,Trek Bicycles,Standard,medium,large,$596.55,1823 Judy Center,3165.0,VIC,Australia,
5254,1,2740,05-10-2022,T,F,Approved,Giant Bicycles,Standard,medium,medium,$954.82,28820 Monica Circle,2226.0,NSW,Australia,
5255,77,1299,25-09-2022,T,F,Approved,Norco Bicycles,Road,medium,large,$795.10,36072 Lakewood Gardens Court,4051.0,QLD,Australia,
5256,66,491,06-10-2022,F,T,Approved,Giant Bicycles,Road,low,small,$525.33,31 Twin Pines Trail,3775.0,Victoria,Australia,
5257,14,2676,25-12-2021,T,F,Approved,Trek Bicycles,Standard,medium,small,"$1,234.29",1411 Jenifer Center,4670.0,QLD,Australia,
5258,74,2542,29-05-2022,F,T,Approved,WeareA2B,Standard,medium,medium,$400.91,2 Larry Trail,2207.0,NSW,Australia,
5259,59,612,04-10-2022,T,F,Approved,Solex,Standard,medium,large,$733.58,679 Huxley Trail,2087.0,NSW,Australia,
5260,50,673,18-08-2022,F,T,Approved,WeareA2B,Standard,medium,small,$131.92,2836 Morning Drive,2304.0,NSW,Australia,
5261,0,3322,28-12-2021,F,T,Approved,,,,,,624 Harper Way,2094.0,NSW,Australia,
5262,65,3036,27-07-2022,T,F,Approved,WeareA2B,Standard,medium,medium,$778.69,2 Grim Court,2168.0,NSW,Australia,
5263,2,496,26-06-2022,T,F,Approved,Solex,Standard,medium,medium,$53.62,61293 Delladonna Way,2015.0,NSW,Australia,
5264,0,2659,28-10-2022,F,T,Approved,Solex,Standard,medium,medium,$53.62,882 Mitchell Place,4151.0,QLD,Australia,
5265,80,1449,20-10-2022,F,T,Approved,Trek Bicycles,Standard,medium,large,$596.55,5 Carioca Pass,2594.0,NSW,Australia,
5266,91,2725,02-07-2022,F,T,Approved,Solex,Standard,medium,medium,$75.26,8 Holmberg Street,2444.0,NSW,Australia,
5267,0,1172,05-10-2022,F,T,Approved,,,,,,20 Main Road,2230.0,NSW,Australia,
5268,10,247,26-02-2022,F,T,Approved,Solex,Standard,medium,medium,$333.18,2 2nd Plaza,2283.0,NSW,Australia,
5269,38,172,09-07-2022,F,T,Approved,Solex,Standard,medium,medium,$826.51,35386 Mockingbird Road,3749.0,VIC,Australia,
5270,99,273,02-12-2021,T,F,Approved,OHM Cycles,Standard,medium,medium,$770.89,8 Texas Plaza,3081.0,VIC,Australia,
5271,13,1280,25-02-2022,T,F,Approved,Solex,Standard,medium,medium,$826.51,55 Hauk Court,4350.0,QLD,Australia,
5272,12,2848,17-12-2021,F,T,Approved,WeareA2B,Standard,medium,medium,$161.60,9 Steensland Center,3103.0,VIC,Australia,
5273,49,2399,22-11-2022,F,T,Approved,Solex,Standard,medium,large,$733.58,57 Debra Terrace,2259.0,NSW,Australia,
5274,79,909,31-05-2022,T,F,Approved,Solex,Touring,medium,large,$675.03,52726 High Crossing Junction,3802.0,VIC,Australia,
5275,53,719,03-12-2021,T,F,Approved,OHM Cycles,Standard,medium,medium,$101.58,14254 Hallows Parkway,4615.0,QLD,Australia,
5276,46,1043,29-07-2022,F,T,Cancelled,Solex,Standard,low,medium,$74.51,91 Spohn Plaza,4573.0,QLD,Australia,
5277,38,1205,23-10-2022,F,T,Approved,Solex,Standard,medium,medium,$826.51,6072 Ridge Oak Junction,2222.0,NSW,Australia,
5278,45,482,23-03-2022,T,F,Approved,Solex,Standard,medium,medium,$84.99,40504 Tennyson Drive,2046.0,NSW,Australia,
5279,11,3371,23-02-2022,F,T,Approved,Giant Bicycles,Standard,high,medium,$764.96,805 Division Plaza,4165.0,QLD,Australia,
5280,62,2055,16-04-2022,F,T,Approved,Solex,Standard,high,medium,$614.80,1786 Orin Street,2327.0,NSW,Australia,
5281,34,515,10-01-2022,F,T,Approved,WeareA2B,Standard,medium,medium,$161.60,12845 Paget Lane,2026.0,NSW,Australia,
5282,20,2439,15-01-2022,T,F,Approved,Trek Bicycles,Standard,medium,small,"$1,580.47",75 Westerfield Park,4570.0,QLD,Australia,
5283,0,3038,08-02-2022,F,T,Approved,Norco Bicycles,Road,medium,medium,$407.54,42 Arizona Pass,4510.0,QLD,Australia,
5284,23,1335,22-04-2022,F,T,Approved,Norco Bicycles,Mountain,low,small,$612.88,4 Sycamore Pass,3977.0,VIC,Australia,
5285,81,692,27-08-2022,F,T,Approved,Norco Bicycles,Standard,medium,small,$521.94,5 Maple Parkway,2160.0,NSW,Australia,
5286,19,3018,12-06-2022,T,F,Approved,Trek Bicycles,Mountain,low,medium,$459.71,95 Sutteridge Crossing,2567.0,NSW,Australia,
5287,65,1534,13-07-2022,F,T,Approved,WeareA2B,Standard,medium,medium,$778.69,213 Alpine Avenue,2168.0,NSW,Australia,
5288,49,750,12-10-2022,T,F,Approved,Trek Bicycles,Road,medium,medium,$400.13,99 Wayridge Place,2263.0,NSW,Australia,
5289,55,2801,08-12-2021,F,T,Approved,Trek Bicycles,Road,medium,large,$598.76,9677 Hagan Lane,3212.0,VIC,Australia,
5290,31,3217,08-03-2022,T,F,Approved,Giant Bicycles,Standard,medium,medium,$173.18,17 Nevada Drive,2122.0,NSW,Australia,
5291,0,2138,17-11-2022,T,F,Approved,Trek Bicycles,Standard,high,medium,$215.03,1861 Golf Course Circle,2216.0,NSW,Australia,
5292,69,3161,08-10-2022,F,T,Approved,Giant Bicycles,Road,medium,medium,$594.68,40 Erie Plaza,3138.0,VIC,Australia,
5293,86,2884,12-03-2022,T,F,Approved,OHM Cycles,Standard,medium,medium,$125.07,8369 Golf Court,2777.0,NSW,Australia,
5294,14,1332,01-10-2022,F,T,Approved,Trek Bicycles,Standard,medium,small,"$1,234.29",7 Canary Trail,3977.0,VIC,Australia,
5295,77,3002,15-09-2022,F,T,Approved,Norco Bicycles,Road,medium,large,$795.10,673 Comanche Parkway,2470.0,NSW,Australia,
5296,43,325,18-05-2022,F,T,Approved,Solex,Standard,medium,medium,$649.49,0 Coolidge Avenue,4122.0,QLD,Australia,
5297,28,104,17-06-2022,F,T,Approved,Norco Bicycles,Standard,medium,small,"$1,082.36",85688 New Castle Crossing,4171.0,QLD,Australia,
5298,29,1651,21-01-2022,F,T,Approved,Norco Bicycles,Road,medium,medium,$407.54,81942 Scott Street,2066.0,NSW,Australia,
5299,29,266,10-03-2022,T,F,Approved,Norco Bicycles,Road,medium,medium,$407.54,109 Tomscot Avenue,2010.0,NSW,Australia,
5300,16,1077,17-08-2022,F,T,Approved,Norco Bicycles,Standard,high,small,"$1,479.11",12764 Raven Plaza,4020.0,QLD,Australia,
5301,42,1603,16-02-2022,T,F,Approved,OHM Cycles,Road,medium,small,"$1,610.90",46 Dunning Junction,4220.0,QLD,Australia,
5302,33,2088,14-03-2022,F,T,Approved,Giant Bicycles,Standard,medium,small,"$1,167.18",59 Prentice Lane,4551.0,QLD,Australia,
5303,12,3223,25-11-2022,T,F,Approved,WeareA2B,Standard,medium,medium,$161.60,93723 Old Gate Hill,2021.0,NSW,Australia,
5304,34,1953,28-04-2022,T,F,Approved,WeareA2B,Standard,medium,medium,$161.60,299 Pine View Parkway,3121.0,VIC,Australia,
5305,12,3132,07-12-2021,F,T,Approved,WeareA2B,Standard,medium,medium,$161.60,33794 Sommers Crossing,2502.0,NSW,Australia,
5306,87,3209,21-12-2021,F,T,Approved,Giant Bicycles,Standard,high,medium,$707.40,182 Homewood Plaza,4053.0,QLD,Australia,
5307,34,1558,04-05-2022,F,T,Approved,Norco Bicycles,Road,high,large,$464.72,07236 Jenifer Point,2763.0,NSW,Australia,
5308,27,1775,01-08-2022,F,T,Approved,Trek Bicycles,Standard,medium,medium,$388.72,5394 Dryden Terrace,3149.0,VIC,Australia,
5309,81,2946,13-11-2022,T,F,Approved,Norco Bicycles,Standard,medium,small,$521.94,4 Glendale Crossing,3148.0,VIC,Australia,
5310,73,404,18-04-2022,F,T,Approved,Solex,Standard,medium,medium,$333.18,333 Bunting Crossing,2536.0,NSW,Australia,
5311,4,2894,28-08-2022,F,T,Approved,Giant Bicycles,Standard,high,medium,$677.48,666 Holy Cross Parkway,4818.0,QLD,Australia,
5312,0,1826,30-09-2022,T,F,Approved,OHM Cycles,Standard,medium,medium,$125.07,318 Jenifer Alley,2119.0,NSW,Australia,
5313,86,2770,31-01-2022,T,F,Approved,Norco Bicycles,Road,high,large,$464.72,3 Buena Vista Crossing,2444.0,NSW,Australia,
5314,27,2184,14-09-2022,F,T,Approved,Trek Bicycles,Standard,medium,medium,$388.72,396 Sachs Road,2147.0,NSW,Australia,
5315,23,820,27-03-2022,F,T,Approved,Norco Bicycles,Standard,medium,medium,$381.10,58047 Westport Road,2040.0,NSW,Australia,
5316,78,17,14-11-2022,T,F,Approved,Giant Bicycles,Standard,medium,large,$709.48,82391 Kensington Lane,3058.0,VIC,Australia,
5317,40,2411,21-05-2022,F,T,Approved,Trek Bicycles,Road,medium,large,$598.76,4006 Algoma Crossing,2041.0,NSW,Australia,
5318,43,3220,01-11-2022,F,T,Approved,Solex,Standard,medium,medium,$649.49,580 Blaine Center,2029.0,NSW,Australia,
5319,78,2353,06-06-2022,F,T,Approved,Giant Bicycles,Standard,medium,large,$709.48,22774 Pennsylvania Hill,2262.0,NSW,Australia,
5320,31,2539,15-04-2022,T,F,Approved,Giant Bicycles,Standard,medium,medium,$173.18,0166 Stephen Drive,2785.0,NSW,Australia,
5321,3,8,08-12-2021,T,F,Approved,Trek Bicycles,Standard,medium,large,$388.92,49 Londonderry Lane,2650.0,New South Wales,Australia,
5322,0,2048,12-07-2022,T,F,Approved,Giant Bicycles,Standard,medium,large,$528.43,56 Sommers Point,2204.0,NSW,Australia,
5323,11,3010,01-01-2022,F,T,Cancelled,Giant Bicycles,Standard,high,medium,$764.96,90 Darwin Crossing,2767.0,NSW,Australia,
5324,58,2429,19-05-2022,T,F,Approved,OHM Cycles,Standard,medium,medium,$141.40,338 Little Fleur Avenue,2170.0,NSW,Australia,
5325,6,1286,17-07-2022,F,T,Approved,Solex,Standard,high,medium,$448.90,77 Pankratz Plaza,4306.0,QLD,Australia,
5326,0,1304,30-09-2022,T,F,Approved,Norco Bicycles,Road,medium,medium,$376.84,16039 Warrior Parkway,4130.0,QLD,Australia,
5327,9,1182,25-12-2021,F,T,Approved,OHM Cycles,Road,medium,medium,$667.40,62 Elka Terrace,2430.0,NSW,Australia,
5328,55,1349,17-11-2022,T,F,Approved,Trek Bicycles,Road,medium,large,$598.76,77 Acker Alley,3151.0,VIC,Australia,
5329,57,3220,20-11-2022,F,T,Approved,WeareA2B,Touring,medium,large,$260.14,580 Blaine Center,2029.0,NSW,Australia,
5330,3,536,12-11-2022,F,T,Approved,Trek Bicycles,Standard,medium,large,$388.92,64700 2nd Alley,2145.0,NSW,Australia,
5331,0,1107,28-09-2022,F,T,Approved,Solex,Standard,medium,medium,$53.62,86603 Dexter Road,2164.0,NSW,Australia,
5332,34,506,23-03-2022,T,F,Approved,Norco Bicycles,Road,high,large,$464.72,808 Debra Center,3911.0,Victoria,Australia,
5333,93,1220,17-01-2022,F,T,Approved,OHM Cycles,Standard,high,medium,$874.90,457 Ryan Road,3218.0,VIC,Australia,
5334,48,576,26-10-2022,T,F,Approved,WeareA2B,Standard,medium,medium,$950.52,44 Bunting Parkway,2106.0,NSW,Australia,
5335,33,2609,23-02-2022,F,T,Approved,Giant Bicycles,Standard,medium,small,"$1,167.18",34 Colorado Pass,2287.0,NSW,Australia,
5336,83,410,24-12-2021,T,F,Approved,Solex,Touring,medium,large,$675.03,25 Graceland Way,2750.0,NSW,Australia,
5337,46,2124,03-11-2022,T,F,Approved,OHM Cycles,Standard,low,medium,$248.82,34 Vidon Way,3037.0,VIC,Australia,
5338,7,614,08-07-2022,F,T,Approved,Trek Bicycles,Road,low,medium,$234.43,786 Rowland Court,2035.0,NSW,Australia,
5339,59,102,22-04-2022,T,F,Approved,Solex,Standard,medium,large,$733.58,55850 Butterfield Road,2168.0,New South Wales,Australia,
5340,71,3421,02-12-2021,T,F,Approved,Solex,Standard,high,large,"$1,105.75",8 Garrison Trail,2226.0,NSW,Australia,
5341,23,2005,29-03-2022,T,F,Approved,Norco Bicycles,Standard,medium,medium,$381.10,3984 Clove Street,3192.0,VIC,Australia,
5342,37,2557,25-08-2022,F,T,Approved,OHM Cycles,Standard,low,medium,$248.82,255 Bonner Lane,3076.0,VIC,Australia,
5343,37,772,11-07-2022,F,T,Cancelled,OHM Cycles,Standard,low,medium,$248.82,50851 Vahlen Avenue,2567.0,NSW,Australia,
5344,14,146,24-05-2022,F,T,Approved,Trek Bicycles,Standard,medium,small,"$1,234.29",20382 Spohn Alley,2219.0,New South Wales,Australia,
5345,97,644,26-07-2022,F,T,Approved,Solex,Standard,medium,large,$151.96,598 Randy Way,2380.0,NSW,Australia,
5346,40,2017,18-12-2021,F,T,Approved,OHM Cycles,Standard,high,medium,$874.90,644 Mcbride Street,2086.0,NSW,Australia,
5347,60,172,17-06-2022,F,T,Approved,Giant Bicycles,Standard,high,small,"$1,759.85",35386 Mockingbird Road,3749.0,VIC,Australia,
5348,72,1920,22-10-2022,T,F,Approved,Norco Bicycles,Standard,medium,medium,$270.30,00213 Atwood Pass,2340.0,NSW,Australia,
5349,2,711,02-01-2022,T,F,Approved,Solex,Standard,medium,medium,$53.62,30550 Pierstorff Lane,3093.0,Victoria,Australia,
5350,100,2728,17-08-2022,F,T,Approved,Trek Bicycles,Standard,medium,small,"$1,234.29",512 Forest Run Center,3188.0,VIC,Australia,
5351,53,769,01-01-2022,T,F,Approved,OHM Cycles,Standard,medium,medium,$101.58,033 Loftsgordon Center,2150.0,NSW,Australia,
5352,72,2659,23-01-2022,T,F,Approved,OHM Cycles,Standard,medium,medium,$141.40,882 Mitchell Place,4151.0,QLD,Australia,
5353,97,3367,09-10-2022,T,F,Approved,Solex,Standard,medium,large,$151.96,3 Weeping Birch Plaza,3677.0,VIC,Australia,
5354,22,1383,19-04-2022,F,T,Approved,WeareA2B,Standard,medium,medium,$45.26,6 La Follette Lane,3977.0,VIC,Australia,
5355,6,2127,14-11-2022,F,T,Approved,OHM Cycles,Standard,high,medium,$136.73,65675 Spenser Way,3207.0,VIC,Australia,
5356,0,1885,12-05-2022,T,F,Approved,Solex,Standard,medium,medium,$53.62,83148 Rowland Alley,2530.0,NSW,Australia,
5357,13,2747,16-12-2021,F,T,Approved,Solex,Standard,medium,medium,$589.27,5 Lakewood Gardens Court,2118.0,NSW,Australia,
5358,86,568,30-09-2022,F,T,Approved,OHM Cycles,Standard,medium,medium,$125.07,8601 Cardinal Court,4505.0,QLD,Australia,
5359,41,614,12-12-2021,T,F,Approved,Solex,Road,medium,medium,$312.74,786 Rowland Court,2035.0,NSW,Australia,
5360,7,3309,06-12-2021,F,T,Approved,Giant Bicycles,Standard,medium,small,"$1,167.18",24965 Mitchell Center,4124.0,QLD,Australia,
5361,45,3205,07-01-2022,T,F,Approved,Solex,Standard,medium,medium,$84.99,378 Maple Pass,2153.0,NSW,Australia,
5362,92,2750,19-01-2022,T,F,Approved,WeareA2B,Touring,medium,large,$260.14,68730 Hermina Place,3130.0,VIC,Australia,
5363,16,1372,18-06-2022,T,F,Approved,Norco Bicycles,Standard,high,small,"$1,479.11",6 Forster Crossing,3198.0,VIC,Australia,
5364,32,1299,12-09-2022,F,T,Approved,Giant Bicycles,Standard,medium,medium,$211.37,36072 Lakewood Gardens Court,4051.0,QLD,Australia,
5365,9,2033,13-06-2022,F,T,Approved,Norco Bicycles,Standard,medium,small,"$1,082.36",1 Sloan Avenue,2176.0,NSW,Australia,
5366,16,2490,07-10-2022,F,T,Approved,Norco Bicycles,Standard,high,small,"$1,479.11",711 Hayes Court,2120.0,NSW,Australia,
5367,74,987,26-11-2022,T,F,Approved,WeareA2B,Standard,medium,medium,$400.91,9 Goodland Center,4213.0,QLD,Australia,
5368,76,2880,28-10-2022,F,T,Approved,WeareA2B,Standard,low,medium,$513.85,8647 La Follette Court,2067.0,NSW,Australia,
5369,55,2208,17-05-2022,T,F,Approved,Trek Bicycles,Road,medium,large,$598.76,0 Shasta Terrace,2289.0,NSW,Australia,
5370,86,3344,20-12-2021,T,F,Approved,OHM Cycles,Standard,medium,medium,$125.07,21230 Tomscot Lane,2093.0,NSW,Australia,
5371,6,3011,25-11-2022,T,F,Approved,Solex,Standard,high,medium,$448.90,54 Nevada Plaza,2096.0,NSW,Australia,
5372,45,2502,07-10-2022,F,T,Approved,Solex,Standard,medium,medium,$84.99,77410 Bluejay Street,3046.0,VIC,Australia,
5373,62,3471,24-02-2022,F,T,Approved,Solex,Standard,high,medium,$614.80,6814 Haas Place,2230.0,NSW,Australia,
5374,71,2270,10-01-2022,T,F,Approved,Solex,Standard,high,large,"$1,105.75",38 Valley Edge Plaza,3095.0,VIC,Australia,
5375,36,1045,08-09-2022,T,F,Approved,Solex,Standard,low,medium,$507.58,201 Pepper Wood Avenue,2154.0,NSW,Australia,
5376,67,653,30-09-2022,T,F,Approved,Norco Bicycles,Road,medium,medium,$376.84,67 Aberg Hill,2519.0,NSW,Australia,
5377,62,2357,20-11-2022,F,T,Approved,Solex,Standard,medium,medium,$298.72,9292 Mcguire Plaza,2073.0,NSW,Australia,
5378,92,2888,01-12-2021,T,F,Approved,WeareA2B,Touring,medium,large,$260.14,5674 Superior Point,2528.0,NSW,Australia,
5379,25,822,05-02-2022,F,T,Approved,OHM Cycles,Standard,high,medium,"$1,203.40",659 Scofield Street,3175.0,VIC,Australia,
5380,53,1076,13-01-2022,T,F,Approved,OHM Cycles,Standard,medium,medium,$101.58,44 Ramsey Road,2515.0,NSW,Australia,
5381,28,2597,20-03-2022,F,T,Approved,Solex,Road,medium,small,"$1,516.13",97 Waxwing Terrace,4217.0,QLD,Australia,
5382,9,1704,27-02-2022,T,F,Approved,Norco Bicycles,Standard,medium,small,"$1,082.36",21800 Duke Parkway,3219.0,VIC,Australia,
5383,40,2847,10-03-2022,F,T,Approved,OHM Cycles,Standard,high,medium,$874.90,48418 Crescent Oaks Court,2770.0,NSW,Australia,
5384,39,2218,09-12-2021,T,F,Approved,Giant Bicycles,Standard,medium,large,$582.48,3468 Rigney Place,3505.0,VIC,Australia,
5385,0,1796,04-01-2022,F,T,Approved,OHM Cycles,Standard,medium,medium,$125.07,2 Crest Line Crossing,2072.0,NSW,Australia,
5386,35,2010,26-11-2022,F,T,Approved,Giant Bicycles,Standard,medium,medium,$954.82,7135 Ruskin Avenue,2563.0,NSW,Australia,
5387,59,1855,08-12-2021,T,F,Approved,Solex,Standard,medium,large,$733.58,0 Prairie Rose Place,3802.0,VIC,Australia,
5388,37,3280,11-03-2022,F,T,Approved,OHM Cycles,Standard,low,medium,$248.82,9 Hallows Circle,2113.0,NSW,Australia,
5389,20,780,03-10-2022,F,T,Approved,Trek Bicycles,Standard,medium,small,"$1,580.47",70 Old Gate Street,2354.0,NSW,Australia,
5390,70,1941,14-04-2022,T,F,Approved,Trek Bicycles,Standard,high,medium,$297.43,79862 Darwin Crossing,4215.0,QLD,Australia,
5391,6,2251,21-09-2022,T,F,Approved,Solex,Standard,high,medium,$448.90,81 Forest Dale Center,3555.0,VIC,Australia,
5392,86,2783,06-07-2022,F,T,Approved,OHM Cycles,Standard,medium,medium,$125.07,13392 Emmet Parkway,2171.0,NSW,Australia,
5393,66,2587,30-07-2022,F,T,Approved,Giant Bicycles,Road,low,small,$525.33,0671 Vera Drive,4812.0,QLD,Australia,
5394,56,1402,14-02-2022,T,F,Approved,OHM Cycles,Standard,medium,medium,$137.90,42829 Charing Cross Road,3107.0,VIC,Australia,
5395,53,593,13-08-2022,T,F,Approved,OHM Cycles,Standard,medium,medium,$101.58,8435 Arkansas Terrace,2340.0,NSW,Australia,
5396,0,1953,03-05-2022,T,F,Approved,Trek Bicycles,Standard,high,medium,$297.43,299 Pine View Parkway,3121.0,VIC,Australia,
5397,87,2977,21-12-2021,T,F,Approved,Giant Bicycles,Standard,high,medium,$707.40,0338 Oakridge Crossing,3030.0,VIC,Australia,
5398,25,1563,04-05-2022,T,F,Approved,Giant Bicycles,Road,medium,medium,$829.65,8462 Emmet Trail,4878.0,QLD,Australia,
5399,1,2959,03-08-2022,F,T,Approved,Giant Bicycles,Standard,medium,medium,$954.82,4052 Katie Court,4300.0,QLD,Australia,
5400,27,3239,27-02-2022,T,F,Approved,Trek Bicycles,Standard,low,medium,$154.40,9 Dixon Crossing,3793.0,VIC,Australia,
5401,8,1936,13-07-2022,F,T,Approved,Solex,Road,medium,small,"$1,516.13",710 Schiller Plaza,3338.0,VIC,Australia,
5402,32,3450,13-01-2022,T,F,Approved,Giant Bicycles,Standard,medium,medium,$211.37,21 Sugar Place,4207.0,QLD,Australia,
5403,44,3108,07-11-2022,F,T,Approved,WeareA2B,Standard,medium,medium,$108.76,1742 Scott Center,4670.0,QLD,Australia,
5404,77,3443,28-07-2022,F,T,Approved,Norco Bicycles,Road,medium,large,$795.10,0063 Walton Junction,2380.0,NSW,Australia,
5405,32,183,07-06-2022,T,F,Approved,Giant Bicycles,Standard,medium,medium,$211.37,8 Haas Park,2074.0,NSW,Australia,
5406,53,1962,28-09-2022,T,F,Approved,OHM Cycles,Standard,medium,medium,$101.58,29 Hansons Crossing,2318.0,NSW,Australia,
5407,70,2024,06-10-2022,T,F,Approved,Trek Bicycles,Standard,high,medium,$297.43,53358 David Circle,4306.0,QLD,Australia,
5408,36,506,14-08-2022,F,T,Approved,Solex,Standard,low,medium,$507.58,808 Debra Center,3911.0,Victoria,Australia,
5409,45,1229,06-10-2022,T,F,Approved,Solex,Standard,medium,medium,$84.99,7929 Grasskamp Trail,2119.0,NSW,Australia,
5410,34,2741,12-10-2022,F,T,Cancelled,WeareA2B,Standard,medium,medium,$161.60,259 Summerview Center,4740.0,QLD,Australia,
5411,50,2966,03-04-2022,F,T,Approved,WeareA2B,Standard,medium,small,$131.92,373 Hayes Terrace,2010.0,NSW,Australia,
5412,40,2829,04-06-2022,F,T,Approved,Trek Bicycles,Road,medium,large,$598.76,28014 Kings Park,2300.0,NSW,Australia,
5413,66,1578,09-03-2022,F,T,Approved,Solex,Standard,medium,medium,$589.27,7317 Huxley Alley,2112.0,NSW,Australia,
5414,81,459,16-11-2022,T,F,Approved,Norco Bicycles,Standard,medium,small,$521.94,57 Columbus Road,4870.0,QLD,Australia,
5415,44,33,22-11-2022,F,T,Approved,WeareA2B,Standard,medium,medium,$108.76,63 Lukken Drive,2170.0,New South Wales,Australia,
5416,0,1700,16-11-2022,F,T,Approved,Solex,Standard,medium,medium,$53.62,906 Pawling Place,4352.0,QLD,Australia,
5417,61,607,06-04-2022,T,F,Approved,OHM Cycles,Standard,low,medium,$56.93,00164 Canary Drive,2041.0,NSW,Australia,
5418,42,2156,14-06-2022,T,F,Approved,OHM Cycles,Road,medium,small,"$1,610.90",13852 Burning Wood Terrace,2199.0,NSW,Australia,
5419,27,2436,27-04-2022,T,F,Approved,Trek Bicycles,Standard,medium,medium,$388.72,582 Kropf Avenue,2032.0,NSW,Australia,
